Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh,Latitude,Longitude,USD
Unnamed Property,Satya Nagar Mumbai,1.3 Crore,19877,Carpet Area,2,2,5,10+ Year,Ready To Move,654,Satya Nagar,130,19.06360915,72.83186123,1529.411765
Smart Home City ,Kalher Thane Mumbai,23.5 Lac,3615,Built Up Area,1,1,0,1 to 5 Year,Ready To Move,650,Kalher Thane,23.5,19.2470586,73.0162096,276.4705882
Smart Home City ,Kalher Thane Mumbai,18.9 Lac,3600,Built Up Area,1,1,2,1 to 5 Year,Ready To Move,525,Kalher Thane,18.9,19.2470586,73.0162096,222.3529412
Smart Home City ,Kalher Thane Mumbai,32 Lac,3535,Built Up Area,3,2,1,1 to 5 Year,Ready To Move,905,Kalher Thane,32,19.2470586,73.0162096,376.4705882
Smart Home City ,Kalher Thane Mumbai,26.5 Lac,3605,Built Up Area,2,2,2,1 to 5 Year,Ready To Move,735,Kalher Thane,26.5,19.2470586,73.0162096,311.7647059
Runwal My City ,Dombivli East Thane Mumbai,65 Lac,10690,Carpet Area,2,2,24,1 to 5 Year,Ready To Move,608,Dombivli Thane,65,19.2111814,73.091129,764.7058824
Unnamed Property,402 Dombivli East Thane Mumbai,55 Lac,8270,Built Up Area,1,1,6,1 to 5 Year,Ready To Move,665,Dombivli Thane,55,19.2111814,73.091129,647.0588235
Prabhav Silver Skyline ,Manish Nagar Mumbai,1.35 Crore,31764,Carpet Area,1,2,10,0 to 1 Year,Ready To Move,425,Manish Nagar,135,19.12700555,72.82700517,1588.235294
Prabhav Silver Skyline ,Manish Nagar Mumbai,2.95 Crore,336258,Carpet Area,3,3,14,0 to 1 Year,Ready To Move,87.73,Manish Nagar,295,19.12700555,72.82700517,3470.588235
Unnamed Property,Andheri West Mumbai,1.35 Crore,29032,Carpet Area,1,1,6,10+ Year,Ready To Move,465,Andheri Mumbai,135,19.1172495,72.833968,1588.235294
Unnamed Property,002 Goregaon East Mumbai,29 Lac,12888,Carpet Area,1,1,1,10+ Year,Ready To Move,225,Goregaon Mumbai,29,19.1692623,72.8552548,341.1764706
Vaibhavlaxmi Aurigae Residency ,501 Thakur complex Mumbai,97 Lac,21204,Carpet Area,1,2,5,0 to 1 Year,Ready To Move,457.46,Thakur Complex,97,19.21124415,72.86431075,1141.176471
Vaibhavlaxmi Aurigae Residency ,502 Thakur complex Mumbai,1.32 Crore,21286,Carpet Area,2,2,2,0 to 1 Year,Ready To Move,620.11,Thakur Complex,132,19.21124415,72.86431075,1552.941176
Vaibhavlaxmi Aurigae Residency ,Kandivali East Thakur complex Mumbai,1.41 Crore,13428,Super Built Up Area,2,2,5,0 to 1 Year,Ready To Move,1050,Thakur Complex,141,19.2134884,72.8641317,1658.823529
Vaibhavlaxmi Aurigae Residency ,502 Thakur complex Mumbai,97 Lac,12933,Super Built Up Area,1,2,5,5 to 10 Year,Ready To Move,750,Thakur Complex,97,19.21124415,72.86431075,1141.176471
Vaibhavlaxmi Aurigae Residency ,502 Thakur complex Mumbai,1.35 Crore,21770,Carpet Area,2,2,7,0 to 1 Year,Ready To Move,620.11,Thakur Complex,135,19.21124415,72.86431075,1588.235294
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,80 Lac,11347,Super Built Up Area,1,1,16,1 to 5 Year,Ready To Move,705,Ghansoli Navi-Mumbai,80,19.1295931,72.99682636,941.1764706
Bhairaav Gold Crest Residency ,Ghansoli Navi Mumbai Mumbai,90 Lac,12987,Super Built Up Area,1,2,7,0 to 1 Year,Ready To Move,693,Ghansoli Navi-Mumbai,90,19.1193307,72.9995096,1058.823529
B and M Atlantis ,Ghansoli Navi Mumbai Mumbai,1.65 Crore,13750,Super Built Up Area,2,2,11,1 to 5 Year,Ready To Move,1200,Ghansoli Navi-Mumbai,165,19.1193307,72.9995096,1941.176471
Devendra Plaza ,Sector 8A Airoli Navi Mumbai Mumbai,74 Lac,12333,Super Built Up Area,1,1,2,5 to 10 Year,Ready To Move,600,Airoli Navi-Mumbai,74,19.1608677,72.9953728,870.5882353
Gayatri Shivam Apartment ,Thakur complex Mumbai,1.15 Crore,19491,Super Built Up Area,1,2,6,10+ Year,Ready To Move,590,Thakur Complex,115,19.21124415,72.86431075,1352.941176
Tirumala Estate ,Kalher Thane Mumbai,22.2 Lac,5720,Carpet Area,1,1,2,0 to 1 Year,Ready To Move,388,Kalher Thane,22.2,19.2470586,73.0162096,261.1764706
Tirumala Estate ,Kalher Thane Mumbai,22.19 Lac,5719,Carpet Area,1,1,1,0 to 1 Year,Ready To Move,388,Kalher Thane,22.2,19.2470586,73.0162096,261.1764706
Tirumala Estate ,Kalher Thane Mumbai,22.2 Lac,5722,Carpet Area,1,1,3,0 to 1 Year,Ready To Move,388,Kalher Thane,22.2,19.2470586,73.0162096,261.1764706
Tirumala Estate ,Kalher Thane Mumbai,20.8 Lac,5714,Carpet Area,1,1,3,0 to 1 Year,Ready To Move,364,Kalher Thane,20.8,19.2470586,73.0162096,244.7058824
Tirumala Estate ,Kalher Thane Mumbai,15.2 Lac,5714,Carpet Area,1,1,1,0 to 1 Year,Ready To Move,266,Kalher Thane,15.2,19.2470586,73.0162096,178.8235294
Tirumala Estate ,Kalher Thane Mumbai,22.2 Lac,5720,Carpet Area,1,1,1,0 to 1 Year,Ready To Move,388,Kalher Thane,22.2,19.2470586,73.0162096,261.1764706
Tirumala Estate ,Kalher Thane Mumbai,15.2 Lac,5714,Carpet Area,1,1,2,0 to 1 Year,Ready To Move,266,Kalher Thane,15.2,19.2470586,73.0162096,178.8235294
Tirumala Estate ,Kalher Thane Mumbai,28.8 Lac,5714,Carpet Area,2,2,3,0 to 1 Year,Ready To Move,504,Kalher Thane,28.8,19.2470586,73.0162096,338.8235294
Tirumala Estate ,Kalher Thane Mumbai,20.8 Lac,5714,Carpet Area,1,1,0,0 to 1 Year,Ready To Move,364,Kalher Thane,20.8,19.2470586,73.0162096,244.7058824
Tirumala Estate ,Kalher Thane Mumbai,20.8 Lac,5714,Carpet Area,1,1,1,0 to 1 Year,Ready To Move,364,Kalher Thane,20.8,19.2470586,73.0162096,244.7058824
Tirumala Estate ,Kalher Thane Mumbai,22.2 Lac,5721,Carpet Area,1,1,0,0 to 1 Year,Ready To Move,388,Kalher Thane,22.2,19.2470586,73.0162096,261.1764706
Satyam Harmony ,Koparkhairane Navi Mumbai Mumbai,1.95 Crore,21910,Carpet Area,3,2,17,0 to 1 Year,Ready To Move,890,Koparkhairane Navi-Mumbai,195,19.10083655,72.99854111,2294.117647
Satyam Harmony ,Koparkhairane Navi Mumbai Mumbai,1.4 Crore,13023,Built Up Area,2,2,18,0 to 1 Year,Ready To Move,1075,Koparkhairane Navi-Mumbai,140,19.10083655,72.99854111,1647.058824
Resicom Sai Miracle ,Sector 22 Kamothe Navi Mumbai Mumbai,53 Lac,8760,Built Up Area,1,1,3,1 to 5 Year,Ready To Move,605,Kamothe Navi-Mumbai,53,19.0173837,73.0954838,623.5294118
Unnamed Property,Koparkhairane Navi Mumbai Mumbai,85 Lac,20481,Carpet Area,1,1,4,10+ Year,Ready To Move,415,Koparkhairane Navi-Mumbai,85,19.10083655,72.99854111,1000
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.78 Crore,9569,Built Up Area,3,3,8,1 to 5 Year,Ready To Move,1860,Ulwe Navi-Mumbai,178,18.97686135,73.02013111,2094.117647
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.37 Crore,10579,Built Up Area,2,2,6,1 to 5 Year,Ready To Move,1295,Ulwe Navi-Mumbai,137,18.97686135,73.02013111,1611.764706
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,1.71 Crore,9243,Built Up Area,3,3,6,1 to 5 Year,Ready To Move,1850,Ulwe Navi-Mumbai,171,18.97686135,73.02013111,2011.764706
Gurukrupa Tulsi Heights ,Ulwe Navi Mumbai Mumbai,95 Lac,8636,Built Up Area,2,2,4,0 to 1 Year,Ready To Move,1100,Ulwe Navi-Mumbai,95,18.97686135,73.02013111,1117.647059
